,comment,num_likes
1626,너희들은 탈레반이란 정치 무장 조직을 만든 것이 영원히 악마의 길에 들어선 것이다 멍청한 탈레반 놈들아,1
1627,지네 나라도 못 지키고 저렇게 내빼듯 오는 사람들이 이 나라 와서 무엇을 해 집주고 일자리 줘도 내던지고 먹여살리라 할 거 같은데,3
1628,무장 탈레반 섞여서 들어온다 이정부도 알고 데려온다 아마 그들과 머리 맞대고 지금부터 이 나라도 민주주의는 끝났다,6
1629,정치적이든 뭐든 아이 살리려고 철조망 넘길 정도인데 인간애로 잘 했다 생각 드네요 그 저 이 도움이 정치적 이슈되는 일이 없길 바라고 들어온 자국민이 문제 되는 상황을 만들지 않길 바라는 맘,3
1630,고생들 한다 댓글 부대들 너희들은 밥은 먹고 다니냐,3
1631,무슨 미친 짓이고 탈레반의 표적이 되고 싶은가 탈레반의 테러는 무자비하다ㆍ그것을 감당할 능력 있는가 문재인 씨ᆢ이드 것은 아니다 ,1
1632,문재인 정부 들어 가장 정의로운 결정입니다 우리를 도와준 이들이 죽게 버려둘 순 없지요 이슬람 제가 들은 한 가장 평화주의자입니다 다만 태극기 부대 문 마부대 같은 극단주의 이슬람주의자들이 문젠 거지요 우리나라 정치 문지처럼 결정 잘 하셨습니다 우리도 세계에 문을 열고 잘 받아들여야 우리가 세계로 나갈 수 있습니다 ,13
1633,우리도 6 25 어려울 때 도움받았으니 어려운 이들을 도와줘야죠 ,3
1634,저출생 국가에 교육받은 타국인 데려오면 개이득이라 판단한 듯,0
1635,대사관 병원에서 일하신 분들이라면 현지에선 엘리트였을 것이고 대한민국에 와서도 세금 중이 아닌 자기 역할을 할 수 있다고 본다 처형 당하기 전에 이송합시다,193
1636,잘했다 그래야 향후 외국에서 작전할 때 현지에서 도움을 받을 수 있지 이번에 잘 도와주어야 한다,343
1637,잘했다 고귀한 생명을 살린 거다 북으로 보내라 테러니 하는 쓰레기들 말 듣지도 말아라 인간쓰레기는 안도 주의가 먼지 다 개소리로 들린다 왜 그냥 개니깐,1
1638,이 정부는 국민들이 바라는 대로 죽어도 안 해 아주 지네들 멋대로야 광화문 대통령이 되겠습니다 ,2
1639,수송기 태워서 북으로 이송해줘라 우리나라는 너무 힘들다,3
1640,이리 공개하면 공항에 올 수 있을까,0
1641,해방 때 친일에 동조했던 인간들을 싹쓸이했어야 한다,2
1642,빈곤층도 구제 못하면서 저 사람들 데려오고 세금은 뜯어갈 데로 뜯어가고 자기들 챙길 건 챙기고 없는 사람들 등골 빼먹으려고 체면만 챙기나 죽으라는 거냐,3
1643,군 수송기를 몇 대나 이건 우리나라 도우미를 빙자한 난민들이다 뻔한 거짓 작전으로 국민을 우롱하는 거다 미국의 요구를 거절하지 못하고 수용하자니 국민들의 반대에 부딪혀 도우미로 빙자해 미국의 요구를 수용하겠다는 거다 문제인 정부의 무능함과 국민 기만을 이제는 알 것 같다,2
1644,야 자국민이 우선이냐 난민이 우선이냐 구분 못하냐 지지율 떨어지는 꼴 보아야 정신 차릴래 난민 수용 좋아하네 국내 거주 아프간인들 번개 맞길 기도한다,3
1645,미국은 총이라도 있어서 제압하지 우리나라는 그냥 당해야 됨,2
1646,보수 우익이 너무 착해 왜 자국민 무시하는 도 그 종자들에 자랑하는 민주화 폭동처럼 일어나지 못하는 개,5
1647,공짜로 시킨 거 아니잖아 돈 주고 시킨 거 즉 거래한 거잖아 잡종 파리 인권 파리 종자들이 친일 반일 빈 민족 매국노 그런 개 소리는 왜 해대는가 ,0
1648,언론에서 국민들 눈속임하듯 한국 위한 조력자라고 글을 적네 아프간 무슬림들 일부다처제에 종교를 위해 살인도 기꺼이 하는 사람들인데 어쩔 수 없이 미국 눈치 보면서 데려오네 이제 무슬림 사원 등등,12
1649,국민 대다수가 반대하는데 이제는 국민 눈치도 안 보고 자기들끼리 엠바고 쳐놓고 나서 통보한다 무슬림이 모인 곳에 일어나는 범죄를 봐라 그들은 사회와 동화하려 하지 않고 애만 8 10명씩 낳아서 이슬람화하는 것만이 목표다 ,368
1650,왜 대리구 오냐 대리구 올 거면 여자들이랑 아이들만 대리구 와라 테러리스트들이 오는 거 반대다 ,5
1651,우리 정부를 위해 일해온 아프간 난민은 데려오는 것이 당연하지,4
1652,comment,num_likes
1653,서울이나 근교에 집도 주고 직장도 주도해라 아예 귀화시켜 준다고 해라,0
1654,미국이 아프간 전쟁 승리하면 지하자원 미국 너희들이 개발해서 독식하고 텔레 반한 테 점령당하니까 아프간 국민을 여러 나라에 뿌리려고 이익은 미국이 손해는 동맹국,0
1655,유럽에서 해결해라 불쌍하지만 ,1
1656,불쌍하긴 하지만 이슬람 국가 난민은 반대한다 ,1
1657,아프간 국민이나 국민의 짐이나 같은 종족 자생적으로 살아남으려 하지 않고 평생 미국 밑에서 무릎 꿇고 살려 하네,3
1658,이 정도면 민주당이 보수고 국민의 힘이 진보 아니냐 ,0
1659,국민의 짐 예전에 제주도에서 예멘 난민 받으면 안된다고 지로 하더니 생각이 바뀌었나 ,3
1660,이슬람 거지들까지도 우리 국민 세금으로 봉양하자는 어기지,1
1661,이슬람은 절대 안 된다 인도적 그딴 거 개나 줘버려라,1
1662,안타까운 건 안타까운데 사람들을 들어오게 한다 이건 좀 아니지 그리고 국힘당 뭔데 일시적 수용 그게 보수가 할 소리냐,1
1663,네미 전부다 한자리씩 한다고 좋은 말로 포장을 하는구먼 너희들이 그런 식으로 뱉으면 진짜 그리되는 것이 여 갑자기 지나라도 못 지키는 아주 뷔페 한 나라 놈들을 받아 뭘 하려고 고런 것들 받아봐야 뻔한 것 아니야 무식한 것들이 와봐야 보고 배운 게 전쟁과 폭력뿐이다 종교 이념에도 맞지 않다,1
1664,정우성 같은 사람들은 왜 이제는 조용한가 그리고 진짜 보수면 임시 수용은 동의해야 한다 미국이 도움이 필요할 때 도와줄 수 있어야 우리의 가치가 증명되는 거고 민주주의를 찾아서 도망친 사람들을 도와주는 게 같은 민주주의 국가로서 당연하다,0
1665,아니 왜 보수정당이 찬성하고 진보 정당이 반대하냐 보통 반대로 나와야 될 텐데,0
1666,이슬람 난민은 반대다 뒤에 탈레반의 테러 보복을 생각해야지 프랑스를 봐라 영국 봐라 난민 받아주고 국민들이 테러 당하고 있다,0
1667,인권하지 말고 옛날 우리를 생각하자 우리도 낙동강 무너졌으면 똑같은 상황이 됐을 거다,0
1668,아프간 난민 받았다가 IS들이 잠입해서 대형 테러하면 국힘당이 책임지냐 ,3
1669, 꼭 이슬람 사람이라서 믿음이 안 간다는 건 아니지만 이래저래 대한도 국제사회 역할은 필요하다 싶고 200만 외국 노동자가 살고 있는 시국에 좀 더 온다고 문제일까 싶고 하여튼 외국인 심사도 노동현실에 맞게 잘 받아들여야 될 거 같고 건강 의료문제도 시급하게 좀 손질도 하고 여러모로 외국 놈들이 관심 대상이다 그라고 참 외국인 사모님들도 잘 판단해서 데리고 오시길 주의에 다들 걱정이더라 ,0
1670,나라 안도 못 챙기는 것들이 누가 누굴 걱정해 정신 나간 금뺏지님들 부동산 나라 경제 국방 국민들이나 좀 잘 챙기고 나서 시브 리세요,1
1671,북중공인민이먼저일뿐,0
1672,코로나 땜에 난린데,0
1673,하 무능력한 문재인 정부 진짜 능력 없는 대통령은 필요 없다 국민이 반대하는데 에후 한심하다 대통령이,0
1674,나라의 소중함도 모르는 민족,0
1675,이건 수용하는 게 낫다고 보는데 예를 들어 우리가 전쟁 나서 피난민 대거 발생했을 때 너네처럼 이기적으로 생각하면 나중에 어려울 때 도움 주는 넘 없을 거다 이건 인도적으로 대처하는 게 맞아 ,1
1676,애국보수 파이팅 좌파 아웃,2
1677,코로나 때문에 다들 피곤한데 우리나라나 더 챙겨 ,0
1678,진짜 국민의 짐이다 너네,4
1679,근데 이민자들 타국에 왔으면 그 나라 문화를 따르고 열심히 일해야 하는데 그렇지가 않아서 문제 됨 이민자를 받기 전에 우리나라에 대한 교육을 하고 문화를 받아들이고 시험적으로 일시킨 다음 적응 못할 경우엔 추방해야 함 개나 소나 받아들임 사회문제 생김,3
1680,정으당이라고 명하게 명시하고 타이틀 다세요 기러기들아 개인의 자기들의 도덕성 윤리성 자랑하고 우월감 느끼고 싶으면 자기들끼리만 하세요 국민에게 피해 좀 주지 말고요 우선 정으없으당은 아프간으로 당장 가서 난민캠프 만들어서 거기서 우월감을 느끼세요 물론 사비로 해야 우월감이 오를 테니,3
1681,솔직히 우리나라 사람들 아직 대다수가 인종차별 많이 하고 백인들 아니면 살 아기기 힘들다 저 사람들 들어오면 우리나라 국민들한테 환영 못 받고 결국 사회 부적응자 돼서 사회문제 일으킬 것이 불 보듯 훤히 보인다 그냥 같은 이슬람 국가들이 받아주면 될 것을,0
1682,주둥아리만 세계 평화에 기여 인도적 차원 지원이네 진짜 긂어죽고 위급한 상황에는 약자를 패대기치는 거냐 우리도 전쟁 때 남의 나라 도움받았고 강행이 죽 강냉이 빵 지원받고 살았잖아,2
1683,종교 문화적으로도 서로가 힘들 것 같은데 주변국에는 난민 수용이 안 되나요,4
1684,야당은 청개구리 이런 건 찬성하는 듯하네,4
1685,중국인 조선족 탈북민 이젠 이슬람까지 아이고야 나라말아 먹어라 ,5
1686,잘난 정치인들아 자국민이나 신경 쓰고 죽어가는 국민들 어떻게 잘 살게 할 건지나 신경 써라 일도 못하면서 세금 받아먹는 게 부끄럽지도 않냐 국민도 지키지도 못하는 국회의원이 이 나라에 과연 필요할까 생각 좀 해봐라 그렇게 아프간 난민 살리고 싶으면 국회의원들 네가 가라 아프간 가서 오지 마라 제 발,3
1687,정치이는 것들 무슬림들하고 1달만 같이 살게 하자 피부로 느껴봐야 저딴 소리 안 하지,2
1688,파키스탄으로 보내셔 종교도 생김새도 무시 못 한다,2
1689, 문에 반 탈레반의 동생들 너희들이 탈레반에 반대쪽이었던 사랑들을 받아들일 리가 없지 ,1
1690,세금 내는 자국민 보호가 먼저란 거 잊지 마라 난민 받아주면 자국민 버리는 거다,2
1691,천조국이 까라면 까야 해 찍히기 싫으면 0,0
1692,넓은 미국 본토로 데려가시오 다른 나라에 강제로 시키지 말고,4
1693,야당 때문에 유입된 거라고 덤텅이 쒸우려고 밑밥 까는 중,1
1694,사람 사는 세상인데 당연히 아프간 난민을 받아들여야죠 그들에게 의식주와 생활비를 듬뿍 주어 대한민국이 선진국임을 보여줘야죠 그것이 현정권이 추구하는 목표임,2
1695,부르카 착용을 남성 배우자 아닌 여성 배우자의 선택에 동의할 수 있는지 자신의 자녀가 남자이건 여자이건 한국인과 같이 동등한 인도적 당연한 교육받을 권리에 대해 인정하는지 이슬람 종교로서 인정하지만 다르다고 범죄성 행위를 하지 않을 수 있는지 포교하려는 의도 자체를 인도적 차원으로 난민 수용 시 안 할 수 있는지 서명하라고 해라 아니라면 이곳 대한민국에 올 수 없고 아프간에서 살지 제3국의 허용 안내를 받을 것인지 인도적이고 평화를 위하는 것에 자국민의 희생은 평화 아닌 전쟁이라는 것,4
1696,내 코가 석자다ᆢ,1
1697, 당연히 아프간 피난민들을 수용하고 보살피는 것이 마땅한 일이겠으나 ᆢ동남아 출신들과 탈북민들을 무시하고 깔보며 업신여기는 우리의 국민성이 염려스럽습니다 모두가 그런 것은 아니지만 언제부터 우리가 잘 살게 되었다고 못 사는 나라에서 온 취업자들을 무시하는지 ᆢ솔직히 피난민들은 정말 많이 걱정됩니다,1
1698,대한민국도 한국전쟁 6 25 정말 가난했었습니다 국제 원조도 이뤄지고 나라 자체가 근간이 무너진 건 말도 못 하죠 현재 지금은 한국이 크게 성장했습니다 이젠 아프간인들 도와줘야 합니다 한국 군 수송기 긴급 투입 한국으로 난민 받아줍시다,1
1699,대한민국에 주한 기지에라도 아프간 자국민의 아이들 교육받을 권리 여자도 행복할 권리에 일조한 난민은 무조건 수용 왜냐 열린 마음으로 인도적 차원의 자국민은 자유를 느끼면 그것이 당연해서 본국의 아이들을 위한 지원을 할 것이기 때문에 그런 일을 한 생명의 위협받는 아프간 난민 수용은 남녀노소 적극 수용 평화 인도적 미래적 차원에서 테러는 범죄임,0
1700,국민의 힘은 이건 왜 긍정적이지 미국이든 일본이든 까라면 까는구나 ,1
1701,야당 정신 나갔냐 ,9
1702,시범적으로 야당 의원들 한 명 싹 데려가심 어떨까,3
1703,아무리 국제적인 좋은 일 한다고 해도 내 나라부터 지키는 게 맞는 거지 무슬림 비하까지는 아니지만 걔네들은 여자를 사람 취급도 안 하는 거 같더구먼 내 가족이 위험해지는 꼴을 알고도 당할 수는 없다,5
1704,탈레반이 탈레반은 무섭나 보네 인도적 차원에서 수용하는 게 맞지 않을까 ,1
1705,참 아니 불법체류자도 해결 못하면 제내들 수용하게 되면 뒷감당은 어떻게 할 겁니까 지금이 나라에 처 드러와 민폐며 범죄를 저지르는 외국인들 어떻게 하지도 못하면 이 나라가 한국입니까 왜 우리나라 사람이 피해를 입어야 하고 법은 법대로 외니 자 불법체류자도 처벌도 못하면 각종 소음이며 방역지침도 어기는데 안산이며 경기도 인천 가보면 답답 나오지,7
1706,찬성하는 놈들 하나씩 끼고 살아라 무슬림으로 변하게 할 거냐,1
1707,겁나 웃긴 미국이네 자기들 큰 땅 어디 두고 어째서 이리 작은 나라로 오는데 자기들 땅은 안되고 우리 땅은 된다 이건가 ,1
1708,우리 사회에 나쁜 사람들이 많은 건지 나쁜 사람들만 글을 쓰는 건지 모르겠지만 한국인 참 답 없다,1
1709,우리나라처럼 인종차별 심한 나라도 없는데 왔다가 상처받고 떠날라 ,1
1710,여야 국회의원 나부랭이들이 김영란법 고쳐서 뇌물 받아쳐 먹는 데만 신경 쓰지 말고 제발 입법활동 좀 제정신으로 하길 난민 수용 가부보다 이 난민들을 이주자로 받아들여 한국법 치안에서 난민캠프 생활 일시적으로 보호 정도로라도 하려면 위법과 준법 제대로 가르칠 경찰이나 검찰은 존재하냐 국내 치안도 멍멍 판인에 무슬림 들여놓고 자국민 안전 저 달 땅이 정부가 책임질 수 있냐 백신 구걸로 국민한테 국치 안기는 정치 종자들이 아주 국민 죽이려 들 것 같다 이게 달팽이 탄핵한 재앙 클라이맥스로구나,2
1711,아프간 난민 한국 수용에 나는 반대다 난민 속에 탈레반이나 테러 조직 IS가 묻어 들어오지 않는다는 보장이 어데 있는가 자칫 이 나라에도 그들로 인한 대재앙이 닥칠지 모른다 ,7
1712,아이만 남자도 이슬람 아닌 난민이라면 한국에서 무조건 한국인의 자국민의 헌법을 목숨처럼 율법처럼 여긴다면 아니고 피난민 성인에 의한 종교적 범죄 발생 시 바로 전 난민 추방 아이 포함 왜냐 학대는 대물림이고 자주국방은 나라를 떠나는 게 아니라 나라를 지키고 반정부에 많이 희생해서라도 지킨 우리나라에서 그들의 후손들의 그 자유를 누릴 권리 또 그분들의 숭고한 희생을 지키고 고수할 의무 있다 평화도 내 나라 안평화부터이고 내 나라에서 난민이라 무조건 수용은 싫다 왜 그러라고 독립운동한 거 아니고 민주주의 희생한 거 아니고 이 나라 자국민이 먼저 평등하길,0
1713,최소한 한국 협력자는 수용하고 여건이 된다면 사회적 약자인 여자와 아동 노인 등은 적극 수용해야 한다 일류의 보편적 가치를 추구하자 풍요롭고 안전한 돼지집에서 만족하지 말고 어렵지만 인간은 삶을 고민해보자 난민 수용이 힘들겠지만 수용해야 한다 우리는 인간이 아닌가 ,1
1714,우리나라랑은 근본적으로 맞지 않다 테러집단을 ,2
1715,남에 나라 쳐들어가서 박살 내놓고 자기들 바지 앉혀놨으면 부역한 자들을 책임을 지던가 난민 생겼으면 너네 나라에 데려가야지 무슨 게 수작질이냐 이게,2
1716,개판이다 엿 된다 들어오는 순간 코로나는 어찌할 건데 정부서 강력하게 막아야지,2
1717,예멘 때랑 조선족 때는 그 난리 치더니 이번엔 둘 다 입장 바꿨네 좀 일관성이라도 있든지 ,0
1718,문재인 큰일은 개정인에게 물어봐야 하지 않겠나 ,2
1719,백퍼 난민 받으면 여성 대상으로 살인사건 일어난다 언니들이 해결해주겠지 ,0
1720,둘이 바뀐 거 아니야 ,0
1721,절대 반대,1
1722,결국엔 임시 수용인원 중 일부는 우리나라에서 받아줘야 할 겁니다 많은 인원이 귀화하는 것은 일 년에 몇 명이 한국 국적을 취득하는 것과는 한국 사회에 영향도가 다를 것으로 보입니다 우리는 아직 미국처럼 다양한 문화를 우리 사회에 그대로 받아들일 수준이 안됩니다 ,1
1723,mi 치 ya 정신 못 차리네 한번 받아봐라 내 영혼까지 끌어내서 지지율 0 운동한다 어디 이슬람 난민을 받냐 나라 똥통에 처박을래,2
1724,난민은 수용이 문제가 아니라 나중에 쫓아낼 때 문제다 아무리 최선을 다해 돌봐주더라도 나중에 쫓아낼 때 어떡할래 다른 나라 아무도 안 받아주면 바다에 버릴래 수용한다는 건 우리 국적을 준다는 말이고 시험 보고 별의별 테스트 통과해야 국적취득하는 다른 나라 사람들이랑 형평성도 문제 된다,0
1725,꾹 짐이 미쳤나 태영호 국회의원 만든 것도 모자라 이슬람 받아서 자리 하나 더 늘리려고 중국인들 때문에 사회문제 되는 거 보고서도 그러냐 하기야 강남엔 중국인이 많지 않으니 그걸 모르나 ,5
1726,북유럽 쪽엔 무슬림들이 안 간다 알선 없는 성 스 퐁 성거래가 합법이고 중학교 때 야동급으로 피임 시청각교육하고 초등학교 등 교사들이 동성 결혼하면 학부모와 반 애들이 결혼식 가서 축하해준다 TV에서는 누드로 토코 쇼하는데 시청하는 나이가 16세부터다 아동은 13세이다 한국아동은 19세다 암튼 놀래서 다 나옴 악플 등 모욕죄를 형사처분하면서 선 자유를 억압하고 성범죄와 정조 죄르 살인죄보다 형량을 올 리면 이슬람 사회와 가부장제가 등장한다 100 다 정조 엄벌의 역설이다 알라와 여호 아는 같은 존재다 아브라함에서 갈라짐,0
1727,미국에 충성하는 국민의 짐하고 일베들이 알아서 하세요 ,3
1728,진짜 개소리하넼 한국이 무슨 난민을 받아 영국 프랑스 일본 등 제국주의 열강들이나 반성 차원에서 많이 받아라,0
1729,지식과 교양과 돈이 있는 사람 안 수용해야 ,0
1730,역시 한나라당 답네,2
1731,우리는 들고일어나야 합니다 자기 나라도 못 지키는 인간성을 가진 사람들을 받아서는 안됩니다 개 슬럼들은 더더욱 안됩니다 제발 모두 한마음으로 저항해 주시길 바랍니다 ,0
1732,국민들 의견 무시하지 마라,0
1733,역시 국짐당 하고 정의 없는다 하고는 둘 다 버리는 게 정답이네 대한민국 국민들은 죽든 말든 미국에 충성하자네,4
1734,이 나라가 짱깨 굴인지 중궈 조선족으로 이미 넘쳐난다 이젠 이슬람까지 난 반대다 ,1
1735,한국에서 911 터지면 폭탄 돌리기네,0
1736,정우성이 뭐 하냐,1
1737,이슬람 난민들은 절대 받으면 안 된다 잠재적 테러집단이고 강간 등 각종 성범죄 끊이지 않을 것이다,4
1738,장혜영 의견은 묻지 마라,0
1739,미국은 다 버리고 와서는 이제 와서 난민들 구해주려고 그래 왜 그래 정말 너희들 나라로 데리고 가 주한미군 볼모로 하는 거 역겹다,0
1740,무슬렘 문화는 배타적이고 편협해서 중국인들과 다른 또 다른 문제가 발생한다 각오하고 받아들이시길,1
1741,야당이 미친 건가,7
1742,놉,0
1743,종교가 이질적이라 저는 반대합니다 그들이 불쌍한 건 맞지만 이슬람은 싫어요 ,6
1744,우리 한국은 이번 난민 수용 문루 인종차별 인권 민족적 이기주의 객관적 정의의 가치관에 대해 심판대에 올랐다 평등을 외치던 나 자신도 정서적 가치관에서 수용 및 이민자에 대해서 혼란이 온다 이렇게 보면 미국이란 짬뽕 나라가 얼마나 대단한 나라인지 실감된다 ,1
1745,아프간이고 나 벌이고 이 나라 좀 신경 쓰세요 꼴값들 하지 말고,5
1746,미국이 보내는 거니 무조건 좋다 이거지 미국 보수는 미국의 이익을 위해 존재하고 일본의 보수는 일본을 위해 존재하는데 우리나라 보수는 미국과 일본의 이익을 위해서 존재하니 서글퍼,5
1747,너희들 돈으로 너희들 집에 데려가라 안 할 거면 아가리하고,0
1748,최소한 한국 협력자는 데려와야지 ,2
1749,국민들의 사무 시하고 결정했단 한국도 내전 날 거니 잘들 처신하시오지고 미아 협상하다 들킨 거 생각 안 나나 국민들 바보 취급 좀 하지 마,0
1750,문에 반들 이제는 하다 하다 탈레반 눈치 보는 거야,0
1751,표 늘리려고 악수를 두네 아우 저 병들 변하질 않네,0
1752, 미국이 요구하는 일은 무조건 찬성하겠지 국힘 주한미군 방위비 분담금 5배도 그대로 주라고 했으니 어쩔 수 없이 받는 경우라도 기브 앤 테이크 해야지 일방적이면 안됨 ,5
1753,탈북민 받기에도 우린 벅차다,2
1754,미국 놈들 똥 싸놓고 우리 보고 치우라네 미국놈 똥도 좋다 하는 보수꼴통들이 치우면 되겠네요,3
1755,미쳐 나보다 정상적인 사고에서 저런 말들을 하나 국회의원들 막말 막던 지네요 코로나에 난린데 백신도 제때 못 구하고 접종률도 다른 국가에 비해 현저히 낮고 경제도 하락 추세 코로나 여파에 국민들 힘들어하는데 무슨 인도적 차원 국민들이나 인도적 차원으로 적극적으로 도와라 누가 누굴 도와,0
1756,개구리 올챙이 적 생각 못 한다고 한국전쟁 끝나고 다 난민이었을 때 뭐 먹고살았는지 생각해 봅시다 받기만 하고 베풀 줄 모르는 베는 망덕산 국제적 꼰대에게 미래는 없다,1
1757,이거 찬성하는 집단은 선거에 패배할 것이다,6
1758,이렇게 보니 민주당이 보수세력인 듯 꾹 힘은 진보 같고 고로 한걸레는 수구꼴통 언론사,0
1759,인접한 그 수많은 이슬람 군에서 흡수하면 될 일을 왜 ,102
1760,결과적으로 미국이 난민을 각국에 자기 맘대로 나누겠다는 거 아니냐 아프간은 어차피 탈레반에 넘어갔고 정상화되지 않을 건데 난민을 평생 떠안고 가라 우린 윗동네 2천만 난민도 있는데 ,135
1761,Kimjeawoon 담뱃값 올린 죗값은 받아라 Fucking of ckyou hell Wack ,0
1762,비종교인이기는 하지만 또 다른 종교 특히 중동인들은 아닌 거 같다 지금도 많다 이 땅에 단일민족 옹호자도 아니지만 너무 다양한 인종이 섞여 사는 건 그다지 외국인 비율은 조금 조정이 되길 바란다 ,79
1763,나라 말아먹으려고 작정을 했나 들어오는 순간 우리나라 엉망 된다 이슬람이 웬 말이야 우리나라 후 전국이야 휴전 중이고 우린 탈북민 조선족 상대만 해도 지쳐 나라꼴 돌아가는 거 안 보이나 어휴 이 꼴에 무슬림까지 들어와 봐 내 지인 내 가족 직장이고 공공장소할 거 없이 남자고 여자고 이젠 진짜 다들 피해자 꼴 나는 거니까,282
1764,민주당이 지금껏 외치던 인도주의는 어디로 갔는가 너무 실망입니다 ,0
1765,한미 동맹에 방점을 두고 코로나 철저히 검사 및 관리하는 정도로만 하자 불쌍 헤도 과도한 개입은 피하고 국익 우선으로 진행하기 바란다 ,39
1766,comment,num_likes
1767,무슬림이 늘어나면 범죄 증가로 이어진다는 근거가 없다고 한국에 없게 유럽 못 봤나,136
1768,정부 발표를 들으면 마치 우리가 어려울 때 위험을 무릅쓰고 우리나라를 도와준 은인들에게 보답을 하는 것처럼 하는데 그건 아니라고 봅니다 저들은 우리가 아프간 재건을 지원하기 위해 급여를 주고 고용했던 현지인이고 그 덕에 가족을 부양해왔던 사람들입니다 마치 6 25 참전으로 우리를 구해준 나라에 보은하는 것처럼 하는 것은 잘못이라고 생각합니다 난민으로서 도움은 주되 이것만은 분명하게 해놓자고요,57
1769,상상 속 공포 유럽을 보고 말하는 건가 ,37
1770,근데 나라 빛은 누가 갚아야 하나 돈은 준정부가 다 썼는데 이거 책임 누가 져야 하지 국민들이 다 쳐야 하나 너무 무책임하다 진짜,31
1771,닥쳐라 우리는 분단국가 후 전국이다 북한 무너지면 책임질 북한 난민들이 더 많다 이슬람 난민들까지 책임질 여유가 없다고 ,24
1772,언제부터 한국이 선진국이냐 대한민국 국민이나 잘 보살펴라 이슬람 난민 쳐 받지 말고 쓰레기 정부야 두 번 다시 받으면 시위할 테니깐 그리 알아 정부 너희들이 싼 돌이킬 수 없는 실수를 왜 국민이 치워하냐 인종차별이라고 해도 상관없다 내가 잘 살아야 한다,18
1773,나중에 문제가 될 무슬림 난민을 받는 거에 절대 반대한다 선진국 들먹이지 마라 ,16
1774,우리가 유럽 국가들처럼 남의 나라 식민지 삼고 살육을 일삼으며 자원을 약탈해간 일이 있었나 우리는 그들처럼 원죄가 있는 국가가 아니야 죄는 남이 졌는데 그 대가를 우리가 치러냐 한다고 뭔 이런 긴박한 개소리가 다 있냐,15
1775,정부와 멍청한 기자가 나라를 개판으로 만드는구먼 도대체 누구 맘대로 누구 세금으로 엉뚱한 이민자를 위험 겪어가며 먹여살리는데 근거가 없다니 이슬람 테러와 폭력으로 늘 시끄러운 유럽 안 보이나 어설픈 온정주의가 커다란 재앙을 부르는 법이거늘 아 물 재앙이지 참하는 짓마다 꼴값이다 진심,14
1776,한국에 이슬람 종교들이는 게 싫다는 거다 이슬람교 율법을 들여다보면 기절초풍할 내용이 많다 그들의 종교가 잘 융화될 수 있는 이란 이라크 사우디아라비아 오만 파키스탄 시리아 우즈베키스탄 이렇게 많고 많은데 왜 한국이냐고 특히 여자의 인권을 짓밟아버리는 이슬람교의 인간들은 절대 믿을 수 있는 존재가 아니다,14
1777,절망 나라 망치고 싶지 않으면 난민 수용 말라 자국민도 살기 힘든데 왜 난민까지 받아야 하나 이건 정말 미친 짓이다 난민 수용을 찬성하는 사람은 우선 자기 집으로 한 명씩 데리고 가라 이렇게 할 자신 없으면 제발 입 다물어라 ,14
1778,국군 포로 데리고 와라 좀 ,13
1779,대한민국 국민이 난민 수용하는 걸 반대하는데 정부 너희들이 뭔데 선진국 어쩌고저쩌고 그러냐 난민들이 언제 어느 때 테러 저지를 줄 알고 받겠는 개소리하는지 쟤네가 지금은 소수라 가만히 있지만 나중엔 알라 어쩌고저쩌고 씨불이면서 테러할 거다 유럽이나 미국 호주 테러 난거 못 봄 두 번 다신 난민 받겠다는 개소리하면 혀를 자를 테니 그리 알아,13
1780,이야 중국 일본은 난민 안 받는 데 우리가 왜 받나 네이버 난민 대책 국민행동 카페에 가입해 함께해주세요 refugeeout,12
1781,유럽의 이슬람 난민들의 강력범죄로 얼마나 고생하고 있는데 이 사실은 철저하게 외면하네 ,12
1782,이런 기사 보고 싶지 않아 길거리에서도 보고 싶지 않아,12
1783,12억 무슬림 인구 중 5천만 명이 폭력도 불사하는 정치적 무슬림이라 대부분 온건하다는데 5천만 명만 너무 많은 거 아녀 순간 내 눈을 의심했다 무슬림 난민 수용 결사반대 ,10
1784,자기 나라를 버리는 인간들을 우리가 거둘 이유는 없다 무슬림도 정말 싫다,9
1785,상상 속 공포 유럽의 이슬람 문제나 범죄가 상상인가 모든 종교 중 대학생이나 거주자들이 모스크 짓겠다고 난리 치는 종교가 또 있나 ,7
1786,이런 인간들은 내가 외국인에게 범죄를 당하면 아무 책임도 져 주지 않는다 외국인들 아무나 받아들여야 한다며 대한민국의 대문을 활짝 열게 해놓고 말이다 이런 인간들은 폭탄 테러가 터져도 자기 신념이 잘못됐다는 생각은 절대 안 한다 100명의 테러범이 설쳐도 1명의 좋은 사람 가지고 외국인 편에 서서 합리화를 시키지 이런 인간들이야말로 착한 척 나라를 쑥대밭으로 만드는 21세기형 매국노인 것이다 총칼 없이 나라를 갖다 바치는 착한척하고 뒤통수 맞고 죽는 건 너나 해라 왜 애꿎은 국민들한테 강요냐,6
1787,선진국이라고 다 받을 필요는 없는 거야 일본도 난민지원금 만 내고 안 받잖아,4
